epoch,lambda,mu,disturbance,q_FCFS,q_RoundRobin,q_PID_Tustin,q_AZFS,error_AZFS,KI_AZFS,mu_hat_AZFS,u_AZFS
0,12.0,10.182830247852658,0,21.817169752147343,22.835452776932605,32.0,32.0,-12.0,-0.1,10.018283024785266,0.0
1,12.0,9.376009536255703,0,24.441160215891642,26.397044194302474,31.06110683996713,21.51811019007916,-1.5181101900791596,-0.09981750341111313,9.95405567593231,2.397810040933358
2,12.0,10.450270717483875,0,25.990889498407768,28.991800548566985,28.51404484891212,17.820415946226582,2.179584053773418,-0.10046156386465446,10.003677180087466,1.5021327837554939
3,12.0,10.564338829834728,0,27.42655066857304,31.48389560171573,25.19864578669105,20.159485793296923,-0.15948579329692336,-0.0999632417158084,10.059743345062193,0.9144850717629622
4,12.0,8.829378886807698,0,30.597171781765347,35.5374546035888,25.05985747807599,21.879917452447202,-1.8799174524472022,-0.09940611461930073,9.936706899236745,1.1642459195186203
5,12.0,9.21869229588261,0,33.378479485882735,39.24063153729445,22.483956138568836,19.817002698687347,0.18299730131265335,-0.10063696254106194,9.864905438901332,1.5254782676758658
6,12.0,10.076704241900371,0,35.30177524398236,42.17159771958411,19.97886832886124,18.710873792935637,1.2891262070643634,-0.10136944608273624,9.886085319201236,1.3006364572311808
7,12.0,9.81025444459385,0,37.49152079938851,45.34236871944965,19.447062241228842,20.31567781817499,-0.31567781817498997,-0.10115227288780843,9.878502231740498,1.0596255207722098
8,12.0,9.989919305497427,0,39.50160149389109,48.351441344501964,18.80252993238905,19.807679833581936,0.19232016641806382,-0.10122992094762219,9.88964393911619,1.252061963874917
9,12.0,9.488173643455852,0,42.013427850435235,51.8120850653917,19.552820423301608,20.594408742178757,-0.5944087421787572,-0.10111587496540013,9.849496909550156,1.181815543514758
10,12.0,10.527638784917697,0,43.48578906551754,54.337210158965775,18.40479025414418,18.689107786250574,1.310892213749426,-0.10152802820115528,9.917311097086909,1.3208375819133782
11,12.0,10.466675161257369,0,45.019113904260166,56.91720251383414,19.01222012050042,20.242054870849948,-0.24205487084994814,-0.10083378349336425,9.972247503503956,0.9981252646562132
12,12.0,10.03961841853673,0,46.97949548572343,59.88154593715109,19.633116044087508,20.4184683094595,-0.41846830945949876,-0.10027829730947103,9.978984595007233,1.1776928234204473
13,12.0,10.67634472418082,0,48.30315076154261,62.27283568538835,19.216089245572917,19.208956601114515,0.7910433988854848,-0.10021059662726889,10.048720607924592,1.2372691262419433
14,12.0,10.280505605351227,0,50.02264515619139,65.02038064057224,19.99328796385709,20.54193330420386,-0.5419333042038588,-0.09951515610966266,10.071899107667255,1.0375971480778379
15,12.0,9.484424522270057,0,52.53822063392133,68.4843985705292,20.93578095018117,20.926346403225068,-0.9263464032250681,-0.09928614150222652,10.013151649127536,1.2247012851127257
16,12.0,10.2212504704495,0,54.31697016347183,71.28527314712464,20.07232783592325,19.06985131633963,0.9301486836603701,-0.09986865624741954,10.033961531259733,1.3556555655245646
17,12.0,9.4246704395026,0,56.89229972396924,74.8030697515723,21.06028484676473,20.916597190584824,-0.9165971905848238,-0.099661534169192,9.97303242208402,1.0773060120169737
18,12.0,10.527070180784364,0,58.36522954318488,77.32870658886637,19.35949950868879,18.66412139795961,1.3358786020403883,-0.10027040499593949,10.028436197954054,1.3538881709595738
19,12.0,9.970044453408248,0,60.39518508977663,80.35566658079894,20.213583775827438,20.739624819207243,-0.7396248192072434,-0.0997164443449333,10.022597023499474,0.9954315274251049
20,12.0,9.889082581872843,0,62.50610250790379,83.45549225711338,20.040510693652223,20.113465742616313,-0.11346574261631304,-0.09977453923921623,10.00924557933681,1.2767775950961595
21,12.0,9.591442273357636,0,64.91466023454615,86.8231942110915,20.527104226076904,20.35917452171867,-0.35917452171867126,-0.09990762960841029,9.967465248738892,1.2254977808236203
22,12.0,10.733524803204418,0,66.18113543134173,89.16302188820752,18.99193334943746,18.55475232709779,1.4452476729022088,-0.1003264094777278,10.044071204185444,1.2861033488737705
23,12.0,9.907282310758719,0,68.27385312058301,92.24646780852467,20.187498325833857,21.026220411656986,-1.0262204116569862,-0.09956122170692021,10.030392314842771,0.9617705054284551
24,12.0,9.743003306702136,0,70.53084981388088,95.47776483249275,20.21815771911926,20.250917697140892,-0.25091769714089196,-0.09969699774556377,10.00165341402871,1.3112284079517926
25,12.0,9.788719869707062,0,72.74212994417381,98.6679169497564,20.337140619080113,19.929016534225457,0.07098346577454251,-0.09998346859303893,9.980360059596544,1.2587857581917072
26,12.0,10.319385511332008,0,74.4227444328418,101.3804699895576,19.60961997019971,19.34469796055957,0.6553020394404285,-0.10019678589035043,10.014262604770089,1.219483326778197
27,12.0,10.219266438618448,0,76.20347799422335,104.183130194801,19.78153432321905,20.148320495161357,-0.14832049516135726,-0.09985757708447454,10.034762988154924,1.0956145954945726
28,12.0,10.247639566957593,0,77.95583842726576,106.96025458453916,19.68891821598301,19.945866654895525,0.054133345104474984,-0.09965357439736286,10.05605064603519,1.1907575164539672
29,12.0,10.258492601804729,0,79.69734582546103,109.7276112429149,19.795262290588962,19.993399726921837,0.0066002730781633545,-0.09944261770342923,10.076294841612146,1.1651289708851518
30,12.0,11.284988560522276,0,80.41235726493875,111.57112153844486,18.657893648403395,18.798683604988604,1.2013163950113963,-0.0992428284125126,10.197164213503159,1.169227248319211
31,12.0,9.75615099016923,0,82.65620627476952,114.79058564729254,20.657067243579668,21.706470241600204,-1.7064702416002042,-0.09806647996075152,10.153062891169766,0.9319467659479803
32,12.0,9.692654362557077,0,84.96355191221244,118.06719672099118,20.662715324148273,20.22592793075102,-0.2259279307510198,-0.09849244614348951,10.107022038308497,1.390799857975416
33,12.0,9.511736363051273,0,87.45181554916117,121.50663399424504,21.078882263541296,20.19263798516556,-0.19263798516556108,-0.09894111205157313,10.047493470782774,1.2650991876025142
34,12.0,10.369587653545297,0,89.08222789561587,124.17400510605425,19.749046848681427,18.909787956411535,1.0902120435884655,-0.09952731025980877,10.079702889059027,1.2809429335613653
35,12.0,10.677383375632536,0,90.40484451998334,126.56436006798498,19.39973401914505,19.75727398335084,0.24272601664916138,-0.09920927342862913,10.139470937716379,1.0444987859584103
36,12.0,9.931631525407076,0,92.47321299457627,129.6258916951186,20.122533233920205,20.77975562413176,-0.7797556241317594,-0.0986244751962592,10.11868699648545,1.1053086626438386
37,12.0,9.495906113822484,0,94.97730688075379,133.0795761926784,20.65543472984553,20.581145832275517,-0.5811458322755172,-0.09882705140966735,10.056408908219153,1.2846177758749775
38,12.0,9.505311270585256,0,97.47199561016853,136.52479604915166,20.696925470782162,20.0099401290378,-0.00994012903780117,-0.09943907503429927,10.001299144455762,1.3225454007108688
39,12.0,10.39035567269482,0,99.08163993747371,139.17347594372632,19.481811101940217,18.8513992582441,1.1486007417558994,-0.09998701024299946,10.040204797279667,1.2664187141710166
40,12.0,10.445952502722065,0,100.63568743475165,141.77211869127646,19.44594995117923,20.027674144650348,-0.0276741446503479,-0.09959956198014447,10.080779567823907,1.03616449632269
41,12.0,10.325892560983117,0,102.30979487376852,144.47881538639166,19.50058665687495,20.08539503190825,-0.0853950319082486,-0.09919867737132412,10.105290867139828,1.156537223510012
42,12.0,9.600694175626783,0,104.70910069814174,147.83819062832757,20.48652772373625,20.84528786363643,-0.8452878636364289,-0.09895806198431942,10.054831197988525,1.1707598390965315
43,12.0,10.139296793840032,0,106.56980390430171,150.71282351387154,19.867940280952965,19.351739782298644,0.6482602177013561,-0.09945467808550089,10.063277757573676,1.3308169546368913
44,12.0,10.070011485484438,0,108.49979241881726,153.64981317693554,20.1035245632666,20.103096391003724,-0.10309639100372436,-0.09937120132129859,10.063951130364753,1.1170437499013224
45,12.0,10.131213158037408,0,110.36857926077985,156.53172133470187,19.907929386445957,19.92108722611008,0.07891277388991824,-0.09936455245523003,10.070677333132018,1.202423537523665
46,12.0,10.522857266768915,0,111.84572199401094,159.06114979460983,19.49448140222227,19.54213762142558,0.45786237857441847,-0.09929818689653085,10.115895326495707,1.1763867256640559
47,12.0,10.13415732926481,0,113.71156466474613,161.9404081982715,20.009760979995907,20.46317190229112,-0.46317190229111915,-0.09885432457775485,10.117721526772618,1.0932300890120674
48,12.0,10.407348137843137,0,115.30421652690299,164.5737948742127,19.670507537123296,19.650562819623524,0.3494371803764764,-0.09883648184562983,10.14668418787967,1.2311117984108233
49,12.0,10.040547441693334,0,117.26366908520966,167.53730217668868,20.258400622017994,20.451212390057208,-0.4512123900572078,-0.09855436332536213,10.136070513261036,1.1154123313098505
50,20.0,10.173471639213991,1,127.09019744599566,178.3811777013961,28.038941484266402,27.836180781263607,-7.836180781263607,-0.09865756149700207,10.139810625856331,1.2399928024734972
51,20.0,10.378772935503124,1,136.71142451049255,189.04028205944329,26.32793493303611,19.281031997189874,0.7189680028101257,-0.0986211712327268,10.163706856821012,2.7513029682337384
52,20.0,9.1257065080866,1,147.58571800240594,200.82714620216535,28.25303050464231,22.626167434930622,-2.626167434930622,-0.09838929970012716,10.05990682194757,1.8250493315230778
53,20.0,9.80819727018562,1,157.77752073222032,211.9997686589983,24.45734093671816,18.88429079978597,1.115709200214031,-0.09940449923634609,10.034735866771374,2.4206157340772307
54,20.0,9.717776407424322,1,168.05974432479601,223.25376989231643,23.090992632356112,20.078028530732144,-0.07802853073214422,-0.09965384373607285,10.00303992083667,1.9352433602697379
55,20.0,9.616673291053996,1,178.44307103374203,234.59876393036782,21.442024959278033,20.244432136092378,-0.24443213609237802,-0.09996961002994362,9.964403257858402,2.0624176151528575
56,20.0,9.83491464926399,1,188.60815638447804,245.74734074603023,19.98601395698202,19.55581868298543,0.4441813170145714,-0.10035723907614362,9.95145439699896,2.103588510008596
57,20.0,10.896964786740638,1,197.7111915977374,255.94007243796364,17.206832828754408,17.869852416136183,2.130147583863817,-0.10048782420201494,10.046005435973129,1.9900923505999215
58,20.0,9.480501330584055,1,208.23069026715336,267.407621240438,20.146575529319954,22.611398292314895,-2.6113982923148953,-0.09954205244794721,9.989455025434221,1.6094564614001567
59,20.0,10.580967012754888,1,217.64972325439848,277.8847509289586,17.827411141551,17.798749826211292,2.201250173788708,-0.10010556105952657,10.048606224166289,2.3450265402201
60,20.0,8.990278137030517,1,228.65944511736797,289.79350060563115,21.750388374045375,23.012426379833137,-3.012426379833137,-0.09951628889537542,9.942773415452711,1.6447014453839874
61,20.0,9.799068982008535,1,238.86037613535945,300.9743385218235,19.990423261000583,18.81807852379181,1.1819214762081884,-0.10057555957634869,9.928402972108294,2.469045569580444
62,20.0,10.097651839063003,1,248.76272429629645,311.8864518666668,19.87315742210863,19.32389203959286,0.6761079604071405,-0.10072113337958624,9.945327858803765,1.9305663133269493
63,20.0,10.351733398815567,1,258.41099089748093,322.5698918077328,19.02789140942257,19.519316001938673,0.4806839980613269,-0.10054972688655849,9.985968412804946,1.913165194142288
64,20.0,10.426735947875713,1,267.9842549496052,333.18582945464465,19.0603525632561,19.869385051265205,0.13061494873479518,-0.10014051303403947,10.030045166312021,1.884571648203755
65,20.0,10.476008341119956,1,277.50824660848525,343.75742194763666,19.08776245317016,19.896286562908205,0.1037134370917947,-0.0997004483448097,10.074641483792814,1.9065561841870147
66,20.0,9.790764956650937,1,287.7174816518343,354.9457334866508,20.67308467261983,21.304095518182873,-1.3040955181828728,-0.09925911523588318,10.046253831078626,1.8989518313475107
67,20.0,9.72258892440126,1,297.99489272743307,366.19540345468965,20.885497868166087,20.210531842460025,-0.21053184246002488,-0.09953959125604075,10.01388734041089,2.169541861713735
68,20.0,10.514785528754292,1,307.48010719867875,376.7320964788108,19.349834497215895,18.32706050239202,1.672939497607981,-0.09986131918665744,10.06397715924523,2.081209481660306
69,20.0,9.885217405071032,1,317.5948897936077,387.83540081424684,20.628746393338513,21.258928860383065,-1.2589288603830653,-0.09936429546457727,10.04610118382781,1.7266318931188247
70,20.0,9.234588205997246,1,328.3603015876105,399.5242714288493,21.678170467251814,21.449500673058264,-1.4495006730582638,-0.09954110372786187,9.964949886044755,2.145133897195319
71,20.0,9.320027671597911,1,339.04027391601255,411.1362465244112,21.490077456400165,19.923489586749024,0.07651041325097552,-0.10035173397112945,9.90045766460007,2.3096509843965545
72,20.0,9.448328628399032,1,349.5919452876135,422.63275075885207,20.951074818552886,19.615989867504393,0.38401013249560734,-0.10100543165550671,9.855244760979966,2.1493219084490747
73,20.0,10.298296446432259,1,359.29364884118127,433.36428395706304,18.70363631541777,18.199581686895485,1.8004183131045153,-0.10146881424592483,9.899549929525195,2.0796068837218615
74,20.0,10.085455441642338,1,369.2081933995389,444.2873740595849,19.126157106355507,20.488539991864712,-0.4885399918647124,-0.10101469330615945,9.91814048073691,1.7560973619399252
75,20.0,10.414291212440661,1,378.79390218709824,454.9145119683883,18.341237578150817,19.30326383529588,0.6967361647041201,-0.10082535148016988,9.967755553907285,2.034250408828727
76,20.0,9.743648412198079,1,389.05025377490017,466.14522839741005,20.11208002589315,21.31820578256855,-1.3182057825685511,-0.10032348752854474,9.945344839736364,1.845823791241464
77,20.0,10.095123814646028,1,398.95512996025417,477.0596169642286,19.51340027484193,19.31221898869968,0.68778101130032,-0.10054955520541894,9.960322737227331,2.17986299107521
78,20.0,10.375354236380401,1,408.57977572387375,487.72179815148627,19.389822439117616,19.493090427457727,0.5069095725422734,-0.10039835318412296,10.001825887142639,1.9102122308024598
79,20.0,9.814392076167858,1,418.7653836477059,498.8888452829352,20.519495591299748,21.065414431873155,-1.0654144318731547,-0.09998174446182885,9.983082506045161,1.877617671331088
80,20.0,10.274065142534447,1,428.4913185051715,509.6421866546542,19.593294792853175,19.062763561281116,0.9372364387188838,-0.10016946162615199,10.012180769694089,2.1415720618220973
81,20.0,9.602844435360009,1,438.8884740698115,520.9996266628302,21.124366446837538,21.319613301302187,-1.3196133013021871,-0.09987834049370184,9.971247136260681,1.847697354613424
82,20.0,9.782167692060957,1,449.1063063777505,532.1956757399754,20.526320597275134,19.742849495330237,0.2571505046697631,-0.10028835774849827,9.952339191840709,2.205724179466202
83,20.0,9.770957263601003,1,459.3353491141495,543.4018142027345,20.59349711291179,19.98392590137146,0.0160740986285397,-0.10047889051247735,9.934200999016738,2.0222096014650655
84,20.0,9.282496212646576,1,470.05285290150294,555.0475676113526,21.32783340852488,21.004013455445197,-1.0040134554451967,-0.1006623481947846,9.869030520379722,2.0446991855561247
85,20.0,10.292183488471348,1,479.7606694130316,565.7846024717285,18.92799603748478,17.862639038389155,2.1373609616108453,-0.10132707543410494,9.911345817188884,2.2484416881002502
86,20.0,9.718358595878366,1,490.04231081715324,577.0380797354379,20.214712465763977,21.160120410031325,-1.1601204100313254,-0.10089447169381746,9.892047095057832,1.7186563413539302
87,20.0,10.007496471236612,1,500.03481434591663,588.031332911325,19.30535836963512,19.48705972699479,0.51294027300521,-0.10109131005852269,9.903592032675709,2.1656825705938445
88,20.0,10.288447995343546,1,509.7463663505731,598.7717297155158,19.083409262454143,19.459740263155236,0.5402597368447637,-0.10097346464804088,9.942077628942492,1.9465831457673428
89,20.0,10.267918705617966,1,519.4784476449552,609.5306028804596,19.19112258815426,20.058400350253734,-0.058400350253734246,-0.10058259825782177,9.97466173661004,1.889510471317454
90,20.0,10.399231065383672,1,529.0792165795715,620.1712949216143,19.15541886313788,19.725497752439765,0.27450224756023545,-0.1002540262924101,10.017118669487404,1.9552313502771275
91,20.0,9.940908709294346,1,539.1383078702771,631.2244770832493,20.306204336958057,20.89207066927666,-0.8920706692766593,-0.09982910585316765,10.009497673468099,1.8945377765671074
92,20.0,9.746021012773507,1,549.3922868575036,642.4530581717531,20.77670956886117,20.42233228201476,-0.4223322820147608,-0.09990511338552709,9.983150007398638,2.1003174896127845
93,20.0,9.95216907345616,1,559.4401177840474,653.4961060056426,20.433267814156427,19.56608745373805,0.43391254626195064,-0.10016878432748054,9.980051914004392,2.095648162158264
94,20.0,8.987599339625183,1,570.4525184444223,665.40726659998,22.291647751848338,21.891562668990108,-1.8915626689901082,-0.10019987958146406,9.88080665656647,1.966545694446259
95,20.0,9.131732516546148,1,581.3207859278762,677.1887073350885,21.726097237162175,20.061870288987105,-0.061870288987105226,-0.10120631186882215,9.805899242564438,2.390531297368699
96,20.0,9.206380232587358,1,592.1144056952888,688.9029651257598,21.300445833362737,19.680126957640596,0.3198730423594043,-0.10197942843011307,9.74594734156673,2.2138715560761097
97,20.0,9.401651903439111,1,602.7127537918498,700.4414784126647,20.308579606130273,19.533551895960624,0.466448104039376,-0.10260675180697651,9.711517797753968,2.1428760890743446
98,20.0,10.239864536034062,1,612.4728892558157,711.225600330234,18.126507173856055,18.232706714213567,1.7672932857864332,-0.10297051612583927,9.764352471581978,2.080188180887494
99,20.0,9.456712566783963,1,623.0161766890318,722.7145590201284,19.738846406115638,21.50274908098915,-1.502749080989151,-0.10241334516655198,9.733588481102176,1.7691092454250126
100,20.0,9.773102467576367,1,633.2430742214555,733.9187667993097,19.046659920495944,19.50836767111978,0.49163232888021824,-0.10273703289814505,9.737539879749594,2.250501463873811
101,20.0,10.77953697867164,1,642.4635372427838,744.2171835185052,17.51371676474238,17.943095780353534,2.0569042196464657,-0.10269534321288094,9.841739589641799,2.0005749721379718
102,20.0,9.786241617363144,1,652.6772956254207,755.4095660628783,19.834568372112443,21.942103873933878,-1.9421038739338776,-0.10160805321982677,9.836189792413935,1.6350497496434229
103,20.0,10.442509341080251,1,662.2347862843404,766.0113076559061,18.641503458347763,18.630295177182806,1.3697048228171944,-0.10166538274518049,9.896821747280566,2.2323952926758426
104,20.0,9.439829391994074,1,672.7949568923464,777.5154612031114,21.263562870082062,21.989613174114197,-1.9896131741141971,-0.10104253926517152,9.851122511751917,1.7628159696595342
105,20.0,9.876737465279422,1,682.9182194270669,788.6263974843599,20.269964369153065,19.266045871005527,0.7339541289944727,-0.10151127435549075,9.853684007104668,2.3007159381314786
106,20.0,9.429986767053652,1,693.4882326600133,800.1394093940116,21.440525960142107,20.841040316041628,-0.841040316041628,-0.1014848861886563,9.811314283099566,1.9538739565719132
